datetime,open,high,low,close,volume,rsi,macd,macdsignal,macdhist,fastk,fastd
2018-01-17 01:00:00,862.44,910.0,620.0,842.31,202139.336468,50.7963027198,101.037303617,117.226100556,-16.188796939,0.0,-2.36847578587e-15
2018-01-18 01:00:00,843.0,922.0,791.56,849.92,111151.493395,51.3523863775,86.3965763738,111.060195719,-24.6636193456,45.7074079438,15.2358026479
2018-01-19 01:00:00,849.91,915.91,826.19,863.15,68080.2760993,52.3604090238,74.9967293728,103.84750245,-28.8507730773,100.0,48.5691359813
2018-01-20 01:00:00,864.83,959.8,861.89,948.95,64090.8011767,58.3831002646,72.0550061741,97.4890031949,-25.4339970208,100.0,81.9024693146
2018-01-21 01:00:00,948.95,950.0,833.0,868.0,77661.7118065,51.7373908606,62.4715477571,90.4855121073,-28.0139643502,0.0,66.6666666667
2018-01-22 01:00:00,868.15,899.33,750.0,819.21,106245.141478,48.1778021096,50.3591339233,82.4602364705,-32.1011025472,0.0,33.3333333333
2018-01-23 01:00:00,819.92,839.13,736.91,803.49,70631.3623693,47.0544840905,39.0414406469,73.7764773058,-34.7350366589,0.0,-4.73695157173e-15
2018-01-24 01:00:00,801.0,865.99,780.01,860.16,54827.6334422,51.4492619937,34.2500690982,65.8711956643,-31.6211265661,100.0,33.3333333333
2018-01-25 01:00:00,860.13,894.97,828.77,847.78,63546.1195467,50.4638001467,29.1182529948,58.5206071304,-29.4023541356,77.5765267622,59.1921755874
2018-01-26 01:00:00,847.74,870.0,797.85,849.03,60693.3984344,50.5667566591,24.8654825093,51.7895822062,-26.9240996968,10.4475391659,62.6746886427
